10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,15,78,78,78,78,78,78,10,2,2,2,2,2,2,2,35,78,10,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,23,23,23,23,23,23,24,25,78,78,78,78,10,21,23,23,89,23
0,23,23,89,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,23,23,25,78,78,78,78,78,78,10,21,23,23,23,23,23,23,25,78,10,31,32,32,32,32,32,32,32,23,23,23,23,23,23,23,23,23,22,23,32,32,33,33,32,33,32,33,34,15,78,78,78,78,10,23,23,23,23,23
0,23,23,23,23,23,23,23,86,23,23,23,23,23,97,23,23,23,23,23,98,22,22,15,78,78,78,78,78,78,10,21,23,23,23,23,23,23,35,78,40,2,1,3,2,3,2,1,2,2,3,3,3,3,3,21,23,22,23,24,50,51,51,51,51,51,51,51,51,45,78,78,78,78,10,23,23,23,86,23
10,23,84,23,96,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,10,21,23,23,86,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,22,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,3,2,3,3,1,2,2,21,23,23,23,23,23,23,3,3,3,3,3,3,3,3,3,3,3,35,78,78,78,78,20,21,23,23,23,24,15,78,78,78,78,78,78,78,78,78,10,1,1,1,1,23,23,98,23,23
40,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,53,23,23,22,23,23,23,12,12,12,12,12,12,12,12,21,23,23,23,98,23,23,23,89,23,23,23,23,23,23,86,86,24,25,78,78,78,78,10,21,23,23,22,24,15,78,78,78,78,78,78,78,78,78,10,18,18,18,18,23,23,23,23,23
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,35,78,78,78,78,20,21,23,23,23,24,1,1,1,1,1,1,1,15,78,78,10,18,23,23,23,23,23,23,23,23
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,23,23,22,22,22,22,23,23,23,23,21,2,2,2,2,23,23,23,23,23,23,23,23,23,23,23,23,24,35,78,78,78,78,10,21,23,23,23,23,12,12,12,12,12,12,14,15,78,78,30,18,18,23,23,23,23,23,23,23
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,23,23,97,23,23,22,22,23,23,23,21,15,78,78,10,23,23,23,23,23,23,23,98,23,23,23,23,24,25,78,78,78,78,10,21,22,23,23,22,22,23,23,23,23,23,24,25,78,78,30,18,18,23,23,2,2,2,2,2
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,22,23,23,23,23,23,23,23,23,23,23,23,21,15,78,78,10,32,33,32,33,32,33,32,32,32,23,23,23,24,35,78,78,78,78,10,21,22,23,22,22,23,23,23,23,23,23,24,15,78,78,30,18,18,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,22,23,23,33,33,33,33,33,33,33,33,33,33,15,78,78,40,41,42,41,42,42,41,42,41,51,51,51,51,51,45,78,78,78,78,20,21,22,22,23,22,23,23,23,23,23,97,24,15,78,78,30,18,18,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,22,23,24,2,2,2,2,2,2,2,2,2,2,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,23,23,23,86,23,23,24,15,78,78,30,18,18,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,22,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,22,23,22,22,23,23,23,23,23,24,25,78,78,30,18,18,97,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,2,3,2,4,3,66,67,3,1,3,2,1,15,78,78,30,18,18,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,2,2,2,2,2,2,2,2,2,3,21,22,22,23,22,22,22,23,23,23,23,24,15,78,78,30,18,23,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,13,13,13,13,13,13,13,13,13,13,24,23,22,22,22,22,22,23,23,23,23,24,1,1,1,1,18,23,23,23,15,78,78,78,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,24,23,23,23,23,23,23,24,23,23,23,23,22,23,23,23,23,23,23,23,23,18,18,18,23,23,23,15,78,78,78,78
10,4,4,3,2,3,4,4,4,2,4,2,4,4,3,4,4,3,2,66,67,2,1,1,3,1,1,1,3,1,2,3,2,4,3,4,3,3,2,1,3,3,1,2,3,21,23,23,23,96,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,89,23,23,23,23,23,13,13,12,13,12,12,13,13,13,12,13,13,13,13,13,12,23,23,23,23,23,23,23,23,23,23,23,23,24,3,3,3,3,3,3,23,23,23,23,23,23,23,96,23,23,23,15,78,78,78,78
20,23,86,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,25,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,97,23,23,23,23,23,23,23,23,96,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,15,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,96,23,23,23,23,23,23,33,32,32,33,33,32,32,33,32,33,32,33,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,2,2,2,2,21,23,23,23,23,24,15,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,1,1,1,1,1
20,23,23,23,23,98,23,23,23,23,23,23,23,23,23,23,23,1,1,1,2,2,2,2,2,2,1,1,1,1,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,15,78,78,10,21,23,23,23,23,24,25,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,10,21,23,89,23,23,23,23,23,23,24,32,32,32,32,32,32,32,34,15,78,78,10,21,23,23,23,23,24,15,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,40,51,51,51,51,51,51,51,51,51,51,51,41,41,41,41,41,41,41,45,78,78,10,21,23,23,23,23,24,25,78,78,78,78,10,23,23,98,23,23,23,23,23,23,23,23,23,23,23,23,23
20,23,23,23,23,23,23,23,23,23,23,18,18,18,18,18,18,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,24,25,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,97,23,23
10,23,23,23,23,23,1,1,1,1,2,2,1,1,1,1,1,15,78,10,1,3,2,3,2,1,3,3,3,3,3,3,2,2,2,2,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,86,23,23,23,24,15,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
20,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,20,13,13,13,12,13,13,12,13,13,13,12,13,13,12,13,14,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,96,24,15,78,78,78,78,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
10,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
10,23,23,23,23,23,15,10,1,1,1,1,1,1,1,1,2,2,2,2,23,23,23,22,22,23,23,33,33,33,23,23,23,23,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
20,23,23,23,23,23,25,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,1,1,1,23,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
20,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,23,24,25,78,10,23,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,35,78,78
10,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,24,15,78,10,23,23,23,23,23,24,2,1,1,1,1,15,78,78,78,78,10,1,1,1,3,1,21,23,23,23,23,23,12,13,13,12,12,12,13,12,13,13,12,12,12,13,12,13,12,13,14,35,78,78
10,23,23,96,23,23,25,10,23,23,23,23,1,41,41,41,41,41,41,53,23,23,23,22,23,23,24,25,78,20,23,23,86,23,23,23,12,12,12,12,14,15,78,78,78,78,10,11,12,12,12,12,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,35,78,78
20,23,23,23,23,23,15,10,23,23,23,23,1,1,1,1,1,1,15,10,22,22,23,23,23,23,24,25,78,10,23,23,23,23,23,23,23,23,23,23,24,15,78,78,78,78,20,21,23,23,23,86,23,23,23,23,23,23,23,97,23,23,23,23,23,23,23,23,23,23,23,86,23,23,23,23,24,35,78,78
10,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,25,20,23,23,23,23,22,23,24,15,78,10,23,23,23,23,23,23,23,23,23,23,24,15,78,78,78,78,20,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,35,78,78
10,23,23,23,23,23,25,10,23,86,23,23,23,86,23,23,86,23,25,20,23,23,23,23,23,22,24,15,78,10,31,32,32,32,33,33,33,32,33,32,34,15,78,78,78,78,10,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,23,23,24,35,78,78
10,23,23,23,23,23,15,10,23,23,23,23,23,23,23,23,23,23,25,10,23,22,23,23,23,23,24,15,78,40,41,41,41,41,41,41,41,41,41,41,41,45,78,78,78,78,40,42,41,41,41,41,41,41,41,42,41,41,41,41,41,41,41,41,41,55,21,23,23,23,23,96,23,23,23,23,24,35,78,78
20,23,23,23,23,23,35,40,44,44,44,44,44,44,44,44,44,44,45,10,23,23,23,23,96,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,33,33,33,33,33,34,35,78,78
10,23,23,23,23,23,1,1,1,1,15,78,78,78,78,20,2,2,2,2,23,23,23,23,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,50,52,41,41,41,41,45,78,78
10,23,23,23,23,23,23,23,23,23,25,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,24,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,21,23,23,23,24,35,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,25,78,78,78,78,10,23,23,23,23,23,22,22,22,23,23,24,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,24,35,78,78,78,78,78,78,78,78
20,23,23,89,23,23,23,23,23,23,15,78,78,78,78,20,23,23,23,23,23,33,32,32,33,32,34,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,97,23,23,23,23,23,23,22,23,23,22,23,23,96,23,23,23,23,24,35,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,1,1,1,1,1,1,23,23,97,22,22,50,51,51,51,51,51,45,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,23,23,23,23,23,23,23,24,35,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,86,23,23,23,23,23,23,22,23,23,23,22,23,23,23,23,23,23,24,35,78,78,78,78,78,78,78,78
10,23,23,23,23,23,23,23,23,23,98,23,23,23,23,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,24,35,78,78,78,78,78,78,78,78
20,23,23,23,97,23,23,23,23,23,23,23,23,23,23,23,86,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,23,23,23,23,23,23,22,33,33,33,33,33,33,33,33,33,33,33,34,35,78,20,1,1,1,1,1,35
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,23,23,23,22,23,23,23,50,41,41,41,41,41,41,41,41,41,41,41,45,78,20,21,23,23,23,24,25
40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,51,51,45,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,20,23,23,23,23,98,23,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,25
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,23,23,24,25
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,23,23,23,50,55,23,23,89,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,35
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,22,22,89,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,23,23,23,23,25,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,96,22,24,35
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,97,23,23,23,23,23,23,23,23,23,23,15,10,23,23,22,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,25
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,86,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,10,23,22,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,35
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,45,10,23,22,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,22,23,24,35
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,22,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,24,25
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,98,22,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,23,23,24,35
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,2,2,66,67,2,2,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,23,23,24,25
10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,97,24,35
10,23,23,23,23,23,23,23,23,23,23,13,13,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,22,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,22,23,24,25
10,23,89,23,23,86,23,23,23,23,23,97,23,23,23,23,23,89,23,23,23,23,23,23,86,23,23,23,23,35,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,20,21,23,22,23,24,35
10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,35,78,78,78,10,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,23,23,23,24,35
10,23,23,23,23,23,23,23,23,23,50,51,51,51,51,51,51,51,51,55,23,23,23,23,23,23,23,23,23,35,78,78,78,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,23,23,23,23,23,12,12,12,12,12,12,12,23,23,12,23,12,12,12,12,23,23,23,23,24,35
10,23,23,23,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,97,23,23,35,78,78,78,10,21,23,23,23,23,23,23,23,23,86,23,23,23,23,23,23,86,23,23,23,23,97,23,22,23,23,23,23,23,23,98,23,23,23,23,23,23,23,23,23,23,23,23,23,24,25
10,23,86,23,23,23,97,23,23,23,35,78,78,78,78,78,78,78,78,10,23,86,23,23,23,23,23,23,23,35,78,78,78,10,21,23,23,23,23,33,32,33,32,33,32,33,33,33,32,33,33,32,33,33,32,33,32,33,32,32,33,32,33,33,32,33,33,32,33,33,23,23,23,23,23,23,23,23,24,35
10,23,23,23,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,35,78,78,78,10,21,23,23,23,23,50,41,41,41,41,41,41,41,41,41,41,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,55,23,23,23,23,23,23,23,98,24,35
10,23,23,23,23,23,23,23,23,23,35,78,78,78,78,78,78,78,78,10,23,23,23,23,23,23,23,23,23,35,78,78,78,10,21,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,23,23,23,23,24,25
40,41,41,41,41,41,41,41,41,41,45,78,78,78,78,78,78,78,78,40,44,44,41,41,41,41,41,41,41,45,78,78,78,10,21,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,22,23,23,23,23,34,25
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,23,86,23,23,50,45
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,23,23,23,23,35,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,21,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,22,23,23,23,23,23,35,78
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,30,23,23,23,23,23,23,23,23,35,78
78,78,10,1,1,1,1,1,1,1,1,15,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,1,1,1,1,1,1,1,1,1,1,1,15,78,78,78,30,23,23,23,23,23,23,23,23,35,78
78,78,10,23,23,23,23,23,23,23,23,15,78,78,78,10,23,23,23,23,98,23,23,23,23,23,23,23,23,23,23,23,23,97,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,11,12,12,12,12,12,12,12,12,13,14,15,78,78,78,30,1,1,1,66,67,1,1,1,35,78
78,78,10,23,23,89,23,23,23,23,23,15,78,78,78,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,15,78,78,78,78,78,78,78,78,78,78,78,78,78,10,21,23,22,23,23,23,23,23,22,23,24,15,78,78,78,30,23,23,23,23,23,23,23,23,35,78
